"variable","question","choices"
"mom_organ","Organ meat","1=Yes; 0=No"
"mom_beef","Meat and poultry","1=Yes; 0=No"
"mom_fish","Fish and seafood","1=Yes; 0=No"
"mom_eggs","Eggs","1=Yes; 0=No"
"mom_leafyveg","Dark green leafy vegetables","1=Yes; 0=No"
"mom_mango","Vitamin A rich fruits","1=Yes; 0=No"
"mom_veg","Other vegetables","1=Yes; 0=No"
"mom_fruit","Other fruits","1=Yes; 0=No"
"mom_fat","Oils and fats","1=Yes; 0=No"
"mom_sweets","Sweets","1=Yes; 0=No"
"mom_condiments","Condiments and seasoning","1=Yes; 0=No"
"mom_meal_freq","R. How many meals did you eat yesterday during the day and night?",""
"mcct_yesno","Have you received a maternal and child cash transfer (""money for pregnancy"")?","1=Yes; 0=No; 999=Do not know"
"mcct_times","How many times have you received a cash transfer?",""
"mcct_org","How did you receive the cash transfer?","1=Mobile program; 2=Wave money; 3=From village head/GAD; 4=From EHO; 5=From CBO; 6=From Midwife; 7=From other health staff; 888=From other (please specify)"
"mcct_org_oth","Please specify the organization who make cash transfer.",""
"mcct_growth","[For mothers who have children <24 months] Was the child's growth chart checked at the time you received the cash transfer?","1=Yes; 0=No; 999=Do not know"
"mcct_cashusage","What do you use the cash for?","1=Food; 2=Education; 3=Housing; 4=Clothes; 888=Other (specify)"
"mcct_cashusage_oth","Please specify the other cash transfer usage.",""
"mcct_decision","Who keeps / makes decisions about the cash?","1=Self; 2=Husband; 3=Other head of household; 888=Other (specify)"
"mcct_decision_oth","Please specify the other decision maker.",""
"mcct_no","If you did not receive a cash transfer, why not? (did not know about program; cannot receive on phone; difficult to reach transfer source e.g., transportation time/cost; not interested)","1=Don’t know about program; 2=Cannot receive on phone; 3=Difficult to reach transfer source; 4=Not interest; 5=Not eligible for registration; 6=Eligible but not included in registration list; 888=Other (specify)"
"mcct_no_oth","Please specify the other reason.",""
"mcct_bcc","Have you attended an SBCC session (received ""information about nutrition and maternal and child health"")?","1=Yes; 0=No; 999=Do not know"
"mcct_bcc_num","How many times in the past year did you receive this information?",""
"house_roof","What is the predominant roof material of the main dwelling unit?","1=Zinc sheets or corrugated iron; 2=Tarpaulin or plastic sheet; 3=Palm frond or thatch; 888=Other (specify)"
"house_roof_oth","Other (specify)",""
"house_wall","What is the predominant wall material of the main dwelling unit?","1=Zinc sheets or corrugated iron; 2=Tarpaulin or plastic sheet; 3=Bamboo, palm frond or thatch; 4=Timber; 5=Bricks, cement, cement block, or cement and stone; 6=Mud bricks/mud; 888=Other (specify)"
"house_wall_oth","Other (specify)",""
"house_floor","What is the predominant floor material of the main dwelling unit?","1=Timber; 2=Bamboo; 3=Earth; 4=Cement; 888=Other (specify)"
"house_floor_oth","Other (specify)",""
"house_room","How many rooms does your house have?",""
"house_light","What is your source of light at night?","1=Electricity (government/public); 2=Private Generator; 3=Solar Panels; 4=Kerosene/Candles; 666=REFUSED TO ANSWER; 888=OTHER, SPECIFY; 999=DO NOT KNOW"
"house_light_oth","Other (specify)",""
"house_electric","Does your house have electricity?","1=Yes; 0=No; 666=Refused to answer; 999=Don't Know"
"house_electric_perday","How long do you have electricity per day?","1=ALWAYS ; 2=OFTEN (4-12 hours); 3=Limited times (less than 4 hours); 888=Other (specify); 999=Don't Know"
"house_electric_source","What is the source of electricity?","1=Main grid; 2=Personal; 888=Other (specify); 999=DO NOT KNOW"
"house_electric_perday_oth","Other (specify) - have electricity per day",""
"house_electric_oth","Other (specify) - source of electricity",""
"house_cooking","What is your main source of cooking fuel?","1= LIQUID PETROLEUM; 2=KEROSENE; 3=WOOD /CHARCOAL; 4=Electricity; 666=REFUSED TO ANSWER; 888=OTHER, SPECIFY; 999=DO NOT KNOW"
"house_cooking_oth","Other (specify)",""
"note_hhitems","Does your household have","1=Yes; 0=No; 666=Refused"
"hhitems_tv","Television","1=Yes; 0=No; 666=Refused"
"hhitems_phone","Mobile phone","1=Yes; 0=No; 666=Refused"
"hhitems_refrigerator","Refrigerator","1=Yes; 0=No; 666=Refused"
"hhitems_table","Table","1=Yes; 0=No; 666=Refused"
"hhitems_chair","Chair","1=Yes; 0=No; 666=Refused"
"hhitems_bed","Bed","1=Yes; 0=No; 666=Refused"
"hhitems_cupboard","Cupboard","1=Yes; 0=No; 666=Refused"
"hhitems_fan","Electric fan","1=Yes; 0=No; 666=Refused"
"hhitems_computer","Computer","1=Yes; 0=No; 666=Refused"
"hhitems_watch","Does any member of your household own a watch?","1=Yes; 0=No; 666=Refused"
"hhitems_bankacc","Does any member of your household have a bank account?","1=Yes; 0=No; 666=Refused"
"water_sum","Summer","1=Piped water into dwelling; 2=Piped water into yard/plot; 3=Public tap/standpipe; 4=Cart with small tank/drum; 5=Tanker/truck; 6=Tube well/borehole; 7=Protected dug well; 8=Unprotected dug well; 9=Protected spring; 10=Unprotected spring; 11=Rainwater collection; 12=Bottled purified water; 13=Surface water; 888=Others (Specify)"
"water_sum_treat","Do you treat your water in any way to make it safer to drink?","1=Yes; 0=No"
"water_sum_treatmethod","What do you usually do to the water to make it safer to drink? Record all items mentioned.","1=Boil; 2=Add bleach/chlorine; 3=Add iodine; 4=Strain it through a cloth; 5=Use a water filter (ceramic, sand, etc.); 6=Composite filters - a combination of ceramic, sand, charcoal, pebbles etc.; 7=Solar disinfection; 8=Let it stand and settle; 888=Others (specify)"
"water_sum_oth","Main source of drinking-water other specify",""
"water_sum_treatmethod_oth","Water treatment method other specify",""
"water_rain","Rainy","1=Piped water into dwelling; 2=Piped water into yard/plot; 3=Public tap/standpipe; 4=Cart with small tank/drum; 5=Tanker/truck; 6=Tube well/borehole; 7=Protected dug well; 8=Unprotected dug well; 9=Protected spring; 10=Unprotected spring; 11=Rainwater collection; 12=Bottled purified water; 13=Surface water; 888=Others (Specify)"
"water_rain_treat","Do you treat your water in any way to make it safer to drink?","1=Yes; 0=No"
"water_rain_treatmethod","What do you usually do to the water to make it safer to drink? Record all items mentioned.","1=Boil; 2=Add bleach/chlorine; 3=Add iodine; 4=Strain it through a cloth; 5=Use a water filter (ceramic, sand, etc.); 6=Composite filters - a combination of ceramic, sand, charcoal, pebbles etc.; 7=Solar disinfection; 8=Let it stand and settle; 888=Others (specify)"
"water_rain_oth","Main source of drinking-water other specify",""
"water_rain_treatmethod_oth","Water treatment method other specify",""
"water_winter","Winter","1=Piped water into dwelling; 2=Piped water into yard/plot; 3=Public tap/standpipe; 4=Cart with small tank/drum; 5=Tanker/truck; 6=Tube well/borehole; 7=Protected dug well; 8=Unprotected dug well; 9=Protected spring; 10=Unprotected spring; 11=Rainwater collection; 12=Bottled purified water; 13=Surface water; 888=Others (Specify)"
"water_winter_treat","Do you treat your water in any way to make it safer to drink?","1=Yes; 0=No"
"water_winter_treatmethod","What do you usually do to the water to make it safer to drink? Record all items mentioned.","1=Boil; 2=Add bleach/chlorine; 3=Add iodine; 4=Strain it through a cloth; 5=Use a water filter (ceramic, sand, etc.); 6=Composite filters - a combination of ceramic, sand, charcoal, pebbles etc.; 7=Solar disinfection; 8=Let it stand and settle; 888=Others (specify)"
"water_winter_oth","Main source of drinking-water other specify",""
"water_winter_treatmethod_oth","Water treatment method other specify",""
"latrine_type","What is the main type of latrine used by your household?","1=Water flush with septic tank; 2=Water flush without tank (but with water seal); 3=Pit latrine fly proof; 4=Pit latrine not fly proof; 5=Latrine above water (or floating); 6=Open space (open defecation); 888=Others (Specify)"
"latrine_type_oth","Other (specify)",""
"latrine_share","Is your main latrine/toilet shared with other households?","1=Yes; 0=No"
"latrine_observe","Could I see the main type of latrine/toilet used by your household?","1=Yes; 0=No"
"waterpot_yn","Do you have water pot/container for water storage? (for drinking water)","1=Yes; 0=No"
"waterpot_capacity","Capacity of storage pots (for drinking water)","1=< 100 liters; 2=100-200 litres; 3=> 200 litres"
"waterpot_condition","Water storage condition (for drinking water)","1=The drinking water pot/container is clean; 2=The drinking water pot/container is covered; 3=The pot has clean cup with handle; 4=Not meet any of the above conditions"
"soap_yn","Do you ever use soap to wash your hands?","1=Yes; 0=No"
"soap_why","Why do you not use soap to wash your hands?","1=Financial difficulties to buy soap; 2=Soap is not available; 3=I don’t think it is important; 888=Other (specify); 666=Refuse to answer; 999=Don’t know"
"soap_why_oth","Other (specify)",""
"soap_tiolet","After using toilet?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_before_eat","Before eating?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_after_eat","After eating?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_handle_child","Before or after handling children?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_before_cook","Before cooking/preparing food?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_feed_child","Before feeding children?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always"
"soap_clean_baby","After cleaning baby?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always; 0=Never experience this condition"
"soap_child_faeces","After disposing of child faeces?","1=Never; 2=Rarely/Sometimes; 3=Often; 4=Always; 0=Never experience this condition"
"observ_washplace","Can you please show me where members of your household most often wash their hands?","0=Not observed; 1=Observed sink/tap in dwelling; 2=Observed sink/tap in yard/plot; 3=Mobile facility observed (bucket/jug/kettle); 4=No handwashing place in dwelling/yard/plot; 888=Other (specify)"
"observ_water","Observe presence of water for handwashing","1=Water available; 2=Water not available; 3=No permission to see"
"soap_present","Is soap or detergent or ash/mud/sand present at the place for handwashing?","1=Present; 2=Not present; 3=No permission to see"
"observ_washplace_oth","Other (specify)",""
"exp_tution_cash","School Fees And Private Tuition Fees (By schooling year)",""
"exp_eduoth_cash","School fees for Books, geometry set, library charges, stationary charges, school van/bus transport fees, uniforms etc (By schooling year)",""
"exp_healthadult_cash","Health care for adults in your household (in the last 12 months)",""
"exp_healthchild_cash","Health care for children in your household > 5years (in the last 12 months)",""
"exp_healthu5_cash","Health care for children in your household < 5 years old (in the last 12 months)",""
"exp_transpt_cash","Transportation (motorbike, bus, other) for work (in the last 12 months)",""
"exp_remitt_cash","Sending remittances (total) (in the last 12 months)",""
"exp_construct_cash","House construction (in the last 12 months)/House maintenance (in the last 12 months)",""
"exp_trade_cash","Shop/Trade/Commerce (in the last 12 months)",""
"exp_farm_cash","Farming (seeds, fertilizers, labor) (in the last 12 months)",""
"exp_livestock_cash","Livestock breeding (vaccines, fodder) (in the last 12 
months)",""
"exp_fish_cash","Fish breeding (in the last 12 months)",""
"exp_social_cash","Celebration/social events (in the last 12 months)",""
"exp_othreg_cash","Other regular expense (electricity bill, phone bill, etc.) (in the last 12 months)",""
"exp_debt_cash","Debt payment (in the last 12 months)",""
"exp_donate_cash","Donations (in the last 12 months)",""
"hhrice_freq","Times (# of frequency) in the past 7 days",""
"hhrice_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhrice_cost","Value of amount consumed (within the 7 days)",""
"hhrice_source_oth","Please specify the other sources of food",""
"hhpotatoes_freq","Times (# of frequency) in the past 7 days",""
"hhpotatoes_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhpotatoes_cost","Value of amount consumed (within the 7 days)",""
"hhpotatoes_source_oth","Please specify the other sources of food",""
"hhpumpkin_freq","Times (# of frequency) in the past 7 days",""
"hhpumpkin_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhpumpkin_cost","Value of amount consumed (within the 7 days)",""
"hhpumpkin_source_oth","Please specify the other sources of food",""
"hhbeans_freq","Times (# of frequency) in the past 7 days",""
"hhbeans_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhbeans_cost","Value of amount consumed (within the 7 days)",""
"hhbeans_source_oth","Please specify the other sources of food",""
"hhnuts_freq","Times (# of frequency) in the past 7 days",""
"hhnuts_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhnuts_cost","Value of amount consumed (within the 7 days)",""
"hhnuts_source_oth","Please specify the other sources of food",""
"hhyogurt_freq","Times (# of frequency) in the past 7 days",""
"hhyogurt_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhyogurt_cost","Value of amount consumed (within the 7 days)",""
"hhyogurt_source_oth","Please specify the other sources of food",""
"hhorgan_freq","Times (# of frequency) in the past 7 days",""
"hhorgan_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhorgan_cost","Value of amount consumed (within the 7 days)",""
"hhorgan_source_oth","Please specify the other sources of food",""
"hhbeef_freq","Times (# of frequency) in the past 7 days",""
"hhbeef_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhbeef_cost","Value of amount consumed (within the 7 days)",""
"hhbeef_source_oth","Please specify the other sources of food",""
"hhfish_freq","Times (# of frequency) in the past 7 days",""
"hhfish_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhfish_cost","Value of amount consumed (within the 7 days)",""
"hhfish_source_oth","Please specify the other sources of food",""
"hheggs_freq","Times (# of frequency) in the past 7 days",""
"hheggs_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hheggs_cost","Value of amount consumed (within the 7 days)",""
"hheggs_source_oth","Please specify the other sources of food",""
"hhleafyveg_freq","Times (# of frequency) in the past 7 days",""
"hhleafyveg_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhleafyveg_cost","Value of amount consumed (within the 7 days)",""
"hhleafyveg_source_oth","Please specify the other sources of food",""
"hhvitveg_freq","Times (# of frequency) in the past 7 days",""
"hhvitveg_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhvitveg_cost","Value of amount consumed (within the 7 days)",""
"hhvitveg_source_oth","Please specify the other sources of food",""
"hhmango_freq","Times (# of frequency) in the past 7 days",""
"hhmango_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhmango_cost","Value of amount consumed (within the 7 days)",""
"hhmango_source_oth","Please specify the other sources of food",""
"hhveg_freq","Times (# of frequency) in the past 7 days",""
"hhveg_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhveg_cost","Value of amount consumed (within the 7 days)",""
"hhveg_source_oth","Please specify the other sources of food",""
"hhfruit_freq","Times (# of frequency) in the past 7 days",""
"hhfruit_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhfruit_cost","Value of amount consumed (within the 7 days)",""
"hhfruit_source_oth","Please specify the other sources of food",""
"hhfat_freq","Times (# of frequency) in the past 7 days",""
"hhfat_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhfat_cost","Value of amount consumed (within the 7 days)",""
"hhfat_source_oth","Please specify the other sources of food",""
"hhsweets_freq","Times (# of frequency) in the past 7 days",""
"hhsweets_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhsweets_cost","Value of amount consumed (within the 7 days)",""
"hhsweets_source_oth","Please specify the other sources of food",""
"hhcondi_freq","Times (# of frequency) in the past 7 days",""
"hhcondi_source","Sources of food","1=Purchase; 2=Own Production; 3=Trade/ Barter; 4=Borrowed; 5=Received as a gift; 6=Food Aid; 888=Other (specify)"
"hhcondi_cost","Value of amount consumed (within the 7 days)",""
"hhcondi_source_oth","Please specify the other sources of food",""
"conindex_prices","Rely on less preferred and less expensive foods?",""
"conindex_borrow","Borrow food, or rely on help from a friend or relative?",""
"conindex_sizelimit","Limit portion size at mealtimes?",""
"conindex_restrictage","Restrict consumption by adults in order for small children to eat?",""
"conindex_reducefreq","Reduce number of meals eaten in a day?",""
"liveindex_soldhh","Sold household assets/goods (radio, furniture, refrigerator, television, jewelry etc.)",""
"liveindex_soldanimal","Sold more animals than usual",""
"liveindex_senthhmem","Sent household members to eat elsewhere",""
"liveindex_creditfood","Purchased food on credit or borrowed food",""
"liveindex_soldassets","Sold productive assets or means of transport (sewing machine, wheel barrow",""
"liveindex_soldland","Sold house or land",""
"liveindex_withdschool","Withdrew children from school",""
"liveindex_femaleanimals","Sold last female animals",""
"liveindex_begged","Begged",""
"liveindex_hhmigrate","Entire household migrated",""
"liveindex_spentsave","Spent savings",""
"liveindex_borrow","Borrow money",""
"liveindex_moveschool","Move children to less expensive school",""
"liveindex_reducehealth","Reduced expenses on health (including medicine) and education",""
"liveindex_harvest","Harvested immature crops (e.g. green maize)",""
"liveindex_conseed","Consumed seed stocks that were to be saved for the next season",""
"liveindex_farmexp","Decreased expenditures on fertilizers, pesticides, fodder, animal feed, veteran care etc.",""
"liveindex_illegal","Engaged in illegal income activities (theft…)",""
"liveindex_newjob","Start a new job",""
"liveindex_advance","Taking advance of next month salary from the job",""
