"variable","question","choices"
"acc_srhc_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_srhc_trans_dry_oth","Please specify other.",""
"acc_srhc_trans_wet_oth","Please specify other.",""
"acc_sthosp_num","How many hospital are within the village/ward? (Number)",""
"acc_sthosp_dist","Distance from village/ward (mile)",""
"acc_sthosp_trans_dry","Mode of Transport - DRY","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_sthosp_time_dry","Time needed (One-way) (minutes) - DRY",""
"acc_sthosp_cost_dry","Cost (Kyats) (One-way) - DRY",""
"acc_sthosp_trans_wet","Mode of Transport - WET","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_sthosp_time_wet","Time needed (One-way) (minutes) - WET",""
"acc_sthosp_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_sthosp_trans_dry_oth","Please specify other.",""
"acc_sthosp_trans_wet_oth","Please specify other.",""
"acc_pschool_num","How many Primary school (govt.) are within the village/ward? (Number)",""
"acc_pschool_dist","Distance from village/ward (mile)",""
"acc_pschool_trans_dry","Mode of Transport - DRY","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_pschool_time_dry","Time needed (One-way) (minutes) - DRY",""
"acc_pschool_cost_dry","Cost (Kyats) (One-way) - DRY",""
"acc_pschool_trans_wet","Mode of Transport - WET","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_pschool_time_wet","Time needed (One-way) (minutes) - WET",""
"acc_pschool_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_pschool_trans_dry_oth","Please specify other.",""
"acc_pschool_trans_wet_oth","Please specify other.",""
"acc_mschool_num","How many Middle school (govt.) are within the village/ward? (Number)",""
"acc_mschool_dist","Distance from village/ward (mile)",""
"acc_mschool_trans_dry","Mode of Transport - DRY","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_mschool_time_dry","Time needed (One-way) (minutes) - DRY",""
"acc_mschool_cost_dry","Cost (Kyats) (One-way) - DRY",""
"acc_mschool_trans_wet","Mode of Transport - WET","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_mschool_time_wet","Time needed (One-way) (minutes) - WET",""
"acc_mschool_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_mschool_trans_dry_oth","Please specify other.",""
"acc_mschool_trans_wet_oth","Please specify other.",""
"acc_hschool_num","How many High school (govt.) are within the village/ward? (Number)",""
"acc_hschool_dist","Distance from village/ward (mile)",""
"acc_hschool_trans_dry","Mode of Transport - DRY","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_hschool_time_dry","Time needed (One-way) (minutes) - DRY",""
"acc_hschool_cost_dry","Cost (Kyats) (One-way) - DRY",""
"acc_hschool_trans_wet","Mode of Transport - WET","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_hschool_time_wet","Time needed (One-way) (minutes) - WET",""
"acc_hschool_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_hschool_trans_dry_oth","Please specify other.",""
"acc_hschool_trans_wet_oth","Please specify other.",""
"acc_bank_num","How many Banks are within the village/ward? (Number)",""
"acc_bank_dist","Distance from village/ward (mile)",""
"acc_bank_trans_dry","Mode of Transport - DRY","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_bank_time_dry","Time needed (One-way) (minutes) - DRY",""
"acc_bank_cost_dry","Cost (Kyats) (One-way) - DRY",""
"acc_bank_trans_wet","Mode of Transport - WET","1=On foot; 2=Ox-cart/ horse cart; 3=Trailer Jeep; 4=Bicycle; 5=Motor cycle; 6=Car; 7=Boat; 888=Other (specify)"
"acc_bank_time_wet","Time needed (One-way) (minutes) - WET",""
"acc_bank_cost_wet","Cost (Kyats) (One-way) - WET",""
"acc_bank_trans_dry_oth","Please specify other.",""
"acc_bank_trans_wet_oth","Please specify other.",""
"note_roadacc","6. Standard of road access to the village/ward:","1=Yes; 0=No; 999=not applicable"
"roadacc_noroad","1. No Road reaching all the way to the village/ward (e.g., access by river)","1=Yes; 0=No; 999=not applicable"
"roadacc_rough_all","2. Rough Track Reaching all the way to village/ward (bullock cart or walking only)","1=Yes; 0=No; 999=not applicable"
"roadacc_rough_some","3. Rough Track Suitable for Trawlargee but not for cars/trucks","1=Yes; 0=No; 999=not applicable"
"roadacc_car_dry","4. Accessible by car/truck in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_car_all","5. Accessible by car/truck in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_cycle_dry","6. Accessible by motorcycle in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_cycle_all","7. Accessible by motorcycle in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_bicycle_dry","8. Accessible by bicycle in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_bicycle_all","9. Accessible by bicycle in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_tricycle_dry","10. Accessible by tricycle in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_tricycle_all","11. Accessible by tricycle in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_tuktuk_dry","12. Accessible by tuk tuk in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_tuktuk_all","13. Accessible by tuk tuk in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_train_dry","14. Accessible by train in dry weather only","1=Yes; 0=No; 999=not applicable"
"roadacc_train_all","15. Accessible by train in all weather","1=Yes; 0=No; 999=not applicable"
"roadacc_oth_dry","16. Accessible by Other (Specify) in dry weather only;","1=Yes; 0=No; 999=not applicable"
"roadacc_oth_all","17. Accessible by Other (Specify) in all weather;","1=Yes; 0=No; 999=not applicable"
"roadacc_oth_dry_oth","Please specify the accessible by Other (Specify) in dry weather only.",""
"roadacc_oth_all_oth","Please specify the Accessible by Other (Specify) in all weather.",""
"health_post_vill","Type of healthcare facility available in the village/ward (check all that apply)","1=Hospital; 2=UHC; 3=RHC; 4=Sub-RHC; 5=EHO Clinic; 6=NGO Clinic; 7=Private Clinic; 8=Pharmacy; 888=Other (specify)"
"health_post_vill_oth","Please specify other.",""
"health_hr_note","Healthcare Staff available","1=Yes; 0=No; 999=Don't Know"
"health_hr_mw","Are there MW, Auxiliary Midwife present in the village/ward?","1=Yes; 0=No; 999=Don't Know"
"health_hr_amw","Are there Auxiliary Midwife (AMW) present in the village/ward?","1=Yes; 0=No; 999=Don't Know"
"health_hr_chw","Are there Community Health Worker (CHW) present in the village/ward?","1=Yes; 0=No; 999=Don't Know"
"health_hr_ttba","Are there Trained Traditional Birth Attendant (TTBA) present in the village/ward?","1=Yes; 0=No; 999=Don't Know"
"health_hr_mw_num","Number of MW, Auxiliary Midwife present in the village/ward",""
"health_hr_amw_num","Number of Auxiliary Midwife (AMW) present in the village/ward",""
"health_hr_chw_num","Number of Community Health Worker (CHW) present in the village/ward",""
"health_hr_ttba_num","Number of Trained Traditional Birth Attendant (TTBA) present in the village/ward",""
"note_electric_yn","7. Availability of electricity","1=Yes; 0=No; 999=Don't Know"
"electric_gov","Electricity (Govt.)","1=Yes; 0=No; 999=Don't Know"
"electric_vill","Electricity organized by village/ward","1=Yes; 0=No; 999=Don't Know"
"electric_private","Electricity (Private/commercial generator)","1=Yes; 0=No; 999=Don't Know"
"electric_solar","Solar Battery","1=Yes; 0=No; 999=Don't Know"
"electrichh_gov_num","Electricity (Govt.)",""
"electrichh_vill_num","Electricity organized by village/ward",""
"electrichh_private_num","Electricity (Private/commercial generator)",""
"electric_solar_num","Solar Battery",""
"market_note","Availability of Markets","1=Yes; 0=No; 999=Don't Know"
"market_large","Does the village/ward have a Large Market (open whole day and have in stock available variety of good and non-food items)?","1=Yes; 0=No; 999=Don't Know"
"market_small","Does the village/ward have a Small Market (Only available limited food items – few vegetable and meat and open only short time period in morning)?","1=Yes; 0=No; 999=Don't Know"
"market_homeshop","Does the village/ward have a Home shop (for staple food and dry foods)?","1=Yes; 0=No; 999=Don't Know"
"cbo_yn","9. Are there any functioning community based organizations in the village/ward?","1=Yes; 0=No"
"cbo_num","If yes, how many  functioning community based organizations present in the village/ward?",""
"cbo_sir",NA,""
"cbo_name","Name of community based organization",""
"cbo_activity","Main activities",""
"cbo_activity_code","Main activities Code","1=Agriculture/Husbandry; 2=Aquaculture; 3=Forestry; 4=Infrastructure Development; 5=Livelihoods; 6=Human Rights; 7=Family Planning; 8=Health; 9=Water, Sanitation and Hygiene (WASH); 10=Nutrition; 11=Aged care; 12=Disease Prevention; 13=Disaster Preparedness and Risk Reduction; 14=Disabilities; 15=Economic development/Microfinance; 16=Education; 17=Youth; 18=Gender/Women empowerment; 19=Governance; 20=Private Sector Development; 21=Environment; 888=Other (please specify)"
"cbo_support_org","Is it supported by an organisation?","1=Yes; 0=No; 999=Don't Know"
"cbo_mem_hh","No of member HHs",""
"cbo_mem_male","No. of members",""
"cbo_meeting","Is it meeting regularly as per its schedule?","1=Yes; 0=No; 999=Don't Know"
"cbo_support_orgname","Please specify the support organization.","1=LIFT; 2=Pact; 3=UNICEF; 4=Save the Children; 5=UNDP; 6=Mercy Corps; 7=Merlin; 8=UN Habitat; 9=World Food Programme; 10=FAO; 11=World Vision; 12=IOM; 13=Action Aid; 14=Oxfam; 15=Mary Stopes International (MSI); 16=CARE; 17=World Bank; 18=UNHCR; 19=Relief International; 20=Cesvi; 21=PSI; 22=IRC; 23=ADRA; 24=Proximity Designs; 25=Myanmar Maternal and Child Care; 26=Association; 27=Red Cross; 28=Fire Force; 29=Women Affair; 30=Development and Support Committee; 31=Community based group; 32=GRET; 33=Consortium of Dutch NGOs (CDN); 34=Metta Foundation; 35=Karen Bapstic Church; 36=KMSS; 888=Other (please specify)"
"cbo_meeting_date","Indicate the month/year of last meeting.",""
"cbo_support_orgname_oth","Please specify the other support organization.",""
"credit_num","Number of credit-sources available in this village/ward",""
"credit_sir",NA,""
"credit_type","Type of lender","1=Private bank; 2=Micro-credit provider (low interest, of 2.5% per month or less); 3=Village Savings and Loans Association; 4=Family/friend; 5=Money lender; 6=Shop-keeper; 7=Private company; 8=Farmers Association/Cooperative; 9=Pre-sale of product to trader; 10=Government; 888=Other (specify)"
"credit_repay","Repayment (in cash/kind)","1=Cash; 2=In kind; 888=Other (specify)"
"credit_collateral","Collateral needed","1=Yes; 0=No"
"credit_type_oth","Please specify the other type of lender.",""
"credit_repay_inkind","Please specify the ""In kind"" from repayment type.",""
"credit_repay_oth","Please specify the other repayment type.",""
"water_source","19.1 Water source (public/community)","1=River; 2=Creek; 3=Protected pond; 4=Unprotected pond; 5=Brick well; 6=Hand-dug well; 7=Tube Well  (Motor pump); 8=Tube well  (Hand pump); 9=Spring water (natural); 10=Spring water (stored); 11=Public water supply system; 12=Dam; 13=Rain water storage tank; 14=Purchased water; 8881=Other (specify) - 1; 8882=Other (specify) - 2; 8883=Other (specify) - 3"
"water_source_1","Please specify the other water source - 1.",""
"water_source_2","Please specify the other water source - 2.",""
"water_source_3","Please specify the other water source - 3.",""
"water_river_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_river_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_river_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_river_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_river_purpose_oth","Please specify the other economic usage.",""
"water_creek_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_creek_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_creek_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_creek_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_creek_purpose_oth","Please specify the other economic usage.",""
"water_ppond_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_ppond_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_ppond_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_ppond_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_ppond_purpose_oth","Please specify the other economic usage.",""
"water_unppond_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_unppond_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_unppond_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_unppond_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_unppond_purpose_oth","Please specify the other economic usage.",""
"water_bwell_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_bwell_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_bwell_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_bwell_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_bwell_purpose_oth","Please specify the other economic usage.",""
"water_dwell_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_dwell_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_dwell_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_dwell_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_dwell_purpose_oth","Please specify the other economic usage.",""
"water_motorwell_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_motorwell_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_motorwell_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_motorwell_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_motorwell_purpose_oth","Please specify the other economic usage.",""
"water_handwell_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_handwell_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_handwell_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_handwell_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_handwell_purpose_oth","Please specify the other economic usage.",""
"water_spring_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_spring_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_spring_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_spring_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_spring_purpose_oth","Please specify the other economic usage.",""
"water_stospring_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_stospring_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_stospring_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_stospring_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_stospring_purpose_oth","Please specify the other economic usage.",""
"water_system_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_system_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_system_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_system_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_system_purpose_oth","Please specify the other economic usage.",""
"water_dam_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_dam_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_dam_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_dam_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_dam_purpose_oth","Please specify the other economic usage.",""
"water_rain_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_rain_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_rain_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_rain_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_rain_purpose_oth","Please specify the other economic usage.",""
"water_purcha_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_purcha_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_purcha_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_purcha_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_purcha_purpose_oth","Please specify the other economic usage.",""
"water_oth1_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_oth1_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_oth1_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_oth1_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_oth1_purpose_oth","Please specify the other economic usage.",""
"water_oth2_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_oth2_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_oth2_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_oth2_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_oth2_purpose_oth","Please specify the other economic usage.",""
"water_oth3_use","19.2 Does your village/ward use this source","1=Yes; 0=No"
"water_oth3_impo","19.3 How important is this source for the village?","1=Very important; 2=Important; 3=Minor importance"
"water_oth3_purpose","19.4 Purpose of use","1=Drinking; 2=Other HH uses; 3=Irrigation; 4=Livestock; 888=Other economic uses(specify)"
"water_oth3_available","19.5 All-year-round availability","1=All year round; 2=Summar; 3=Raining; 4=Winter"
"water_oth3_purpose_oth","Please specify the other economic usage.",""
"water_crisis_month","20. During which months is water usually scarce in your village/ward?","1=January (Pyatho); 2=February (Tabodwe); 3=March (Tabaung); 4=April (Tagu); 5=May (Kasone); 6=June (Nayone); 7=July (Waso); 8=August (Wagaung); 9=September (Tawthalin); 10=October (Thadingyut); 11=November (Tazaungmon); 12=December (Nadaw)"
"risk_expose","Has your village/ward experienced any of the following shocks in the last 12 months?","1=Widespread crop failure (e.g. due to pest/disease outbreak or climate); 2=Widespread death of livestock (e.g. due to disease outbreak); 3=Major loss of employment in village (e.g. factory closed); 4=Market price crash for major crops sold; 5=Market price spike for essential food items; 6=Disease outbreak; 7=Widespread violent crime; 8=Storms/ Cyclone; 9=Drought; 10=Flooding; 11=Earthquake; 12=Land sliding; 13=Armed conflict; 0=No shocks at all; 8881=Other (Specify) - 1; 8882=Other (Specify) - 2; 8883=Other (Specify) - 3"
"risk_expose_oth1","Please specify the other type of risks No. 1.",""
"risk_expose_oth2","Please specify the other type of risks No. 2.",""
"risk_expose_oth3","Please specify the other type of risks No. 3.",""
"risk_crop_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_crop_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_crop_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_crop_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_crop_resp_oth","Please specify the other type community response.",""
"risk_crop_support_oth","Please specify the other type of external response.",""
"risk_livestk_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_livestk_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_livestk_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_livestk_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_livestk_resp_oth","Please specify the other type community response.",""
"risk_livestk_support_oth","Please specify the other type of external response.",""
"risk_employ_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_employ_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_employ_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_employ_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_employ_resp_oth","Please specify the other type community response.",""
"risk_employ_support_oth","Please specify the other type of external response.",""
"risk_crash_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_crash_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_crash_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_crash_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_crash_resp_oth","Please specify the other type community response.",""
"risk_crash_support_oth","Please specify the other type of external response.",""
"risk_spike_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_spike_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_spike_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_spike_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_spike_resp_oth","Please specify the other type community response.",""
"risk_spike_support_oth","Please specify the other type of external response.",""
"risk_outbreak_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_outbreak_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_outbreak_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_outbreak_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_outbreak_resp_oth","Please specify the other type community response.",""
"risk_outbreak_support_oth","Please specify the other type of external response.",""
"risk_crime_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_crime_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_crime_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_crime_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_crime_resp_oth","Please specify the other type community response.",""
"risk_crime_support_oth","Please specify the other type of external response.",""
"risk_storm_hh","How many households were affected?","1=All; 2=More than half; 3=Half; 4=Less than half; 5=A few"
"risk_storm_scale","How Severe was the shock?","1=Very severe; 2=Somewhat severe; 3=Not severe"
"risk_storm_resp","How did the community respond?","1=No response; 2=Sold Animals; 3=Sold Gold/Jewelry or other valuable assets; 4=Spent saving money; 5=Borrowed money; 6=Took wages in advance; 7=Migrated; 8=Asked help from relatives/Friends; 9=Raise an alarm; 10=Follow emergency plan; 11=Evacuate to safe place; 12=Have emergency supplies e.g. torches, medication, food, fuel.; 13=Sold out the seeds for next year; 14=Saved on insurance for agricultural products; 15=Assistance from organization (ANY); 888=Other (Specify)"
"risk_storm_support","What external support was provided?","1=Loan; 2=Cash Assistance; 3=Training; 4=In-kind goods and services; 5=None; 888=Other (Specify)"
"risk_storm_resp_oth","Please specify the other type community response.",""
"risk_storm_support_oth","Please specify the other type of external response.",""
