sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170668,Kyauk Khe Kone,ကျောက်ခဲကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170663,Mat Ka Taw,မက်ကတော
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170669,Mee Laung Chaung,မီးလောင်ချောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170671,Noet Ta Pa Lar,နို့တပလား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170661,Shwe Doe,ရွှေဒိုး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170666,Shwe Lin,ရွှေလင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170662,Ta Gay,တဂေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170664,Thone Taing,သုံးတိုင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007002,Kyar Inn Shwe Doe,170665,U Chun Kone,ဦးချွန်ကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170799,Kyauk Bi Lu,ကျောက်ဘီလူး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170804,Lon Si,လုံစီ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170800,Me Ka War,မဲကဝါ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170803,Se Ein Su,ဆယ်အိမ်စု
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170802,Sin Pyay,ဆင်ပြေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007027,Kyauk Bi Lu,170801,Taung Sun,တောင်စွန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170818,Kyon Kha Wun,ကျုံခဝန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170823,Myaing Kone,မြိုင်ကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170820,Nan Khwee,နန်းခွီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170822,Seik Hpu Kone,ဆိပ်ဖူးကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170821,Ta Dar U,တံတားဦး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007030,Kyon Kha Wun,170819,Win Htaung,ဝင်းထောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007023,Kyun Chaung,170779,Khe Wi,ခဲဝီ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007023,Kyun Chaung,170775,Kyun Chaung,ကျွန်းချောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007023,Kyun Chaung,170778,Mee Oke,မီးအုပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007023,Kyun Chaung,170777,Pon Khaw,ပုံခေါ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007023,Kyun Chaung,170776,Thea Hpyu Chaung,သဲဖြူချောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170836,Chaung Hpyar,ချောင်းဖျား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170843,Hpoe Set,ဖိုးဆက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170838,Khwi Ka Lon,ခွိကလုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170835,Lan Hpar,လန်းဖါး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170840,Me Ta Law,မဲတလော
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170841,Mee Naw Dat Tar,မီးနော်ဒတ်တား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170837,Taw War Law,တော်ဝါလော်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170842,Ti Ta Thu,တိတသူ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007033,Lan Hpar,170839,Toet See Pu,တို့ဆီးပူး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170914,Khoet Kha Lo Tay,ခို့ခလိုတေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170911,Lel Taw Gyi,လယ်တောကြီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170913,Me Ta Khaw,မဲတခေါ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170916,Mee Sa Kit,မီးစကစ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170915,Thar Yar Kone,သာယာကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007048,Lel Taw Gyi,170912,Ywar Thit,ရွာသစ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007038,Maw Khe Khee,170862,Hti Pauk Taw,ထိပေါက်တော
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007038,Maw Khe Khee,170861,Maw Khe Khee,မော်ခဲခီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007042,Mi Na Ah,170886,Mi Kwee,မီကွီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007042,Mi Na Ah,170885,Mi Na Ah,မိနအ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170870,Chaung Hpyar,ချောင်းဖျား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170868,Kyar Ma Naing,ကျားမနိုင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170867,Kyaung Ah Tet,ကျောင်းအတက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170864,Kyet Taung Yoe,ကြက်တောင်ရိုး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170869,Maung Ywar,မောင်ရွာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170863,Mi Tan,မိတန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170865,Pu Yae,ပူရေ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007039,Mi Tan,170866,Taw Tha Lay Kho,တော်သလေးခို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170695,Ah Lel Ywar,အလယ်ရွာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170702,Htee Hpoe Hpeit,ထီးဖိုးဖဲ့
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170697,Htee Hpoe La Waw,ထီးဖိုးလဝေါ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170701,Mee Oke,မီးအုပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170696,Nat Chaung Hpyar,နတ်ချောင်းဖျား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170699,Sin Htoe Kwin,ဆင်ထိုးကွင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170700,Ta Dar U,တံတားဦး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007009,Nat Chaung Ah Lel,170698,Tha Mein Lit,သမိန်လစ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170688,Bay Dar Yi,ဗေဒါရီ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170691,Dawei Pauk,ထားဝယ်ပေါက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170687,Gon Bi,ဂုမ္ဘိ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170689,Hpa Yar Lay Seik,ဘုရားလေးဆိပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170690,Kyauk Pon,ကျောက်ပုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170693,Kyet Tu Ywar Thaung,ကြက်တူရွေးသောင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170686,Nat Chaung Kan Nar,နတ်ချောင်းကန်းနား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170692,Wai Thar Li (East),ဝေသာလီ (အရှေ့)
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007008,Nat Chaung Kan Nar,170694,Wai Thar Li (West),ဝေသာလီ (အနောက်)
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170936,Don Kat,ဒုံကပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170937,Hpa Yar Taung,ဘုရားတောင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170938,Kyaung Sin Kwin,ကျောင်းဆင်းကွင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170933,Naung Ta Man,နောင်တမံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170932,Taung Ta Kho,နောင်တခို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170934,Wet Don,ဝက်ဒုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007051,Naung Ta Kho,170935,Wet Ta Khon,ဝက်တခုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007036,Paing Ka Lar Don,170852,Mee Ka Thut Chaung,မီးကသွတ်ချောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007036,Paing Ka Lar Don,170853,Mee Ka Thut Chaung Hpyar,မီးကသွတ်ချောင်းဖျား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007036,Paing Ka Lar Don,170854,Oke Pon,အုပ်ပုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007036,Paing Ka Lar Don,170851,Paing Ka Lar Don,ပိုင်ကလာဒုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007036,Paing Ka Lar Don,170855,Paing Ka Lar Don (Lower),ပိုင်ကလာဒုံ (အောက်)
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007021,Pyaung Ma Htein,170771,Ah Pa Lon,အပလုံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007021,Pyaung Ma Htein,170772,Me Za Li,မဲဇလီ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007021,Pyaung Ma Htein,170770,Meit Ta Bwee,မဲ့တဘွီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007021,Pyaung Ma Htein,170769,Pyaung Ma Htein,ပြောင်မထိမ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007021,Pyaung Ma Htein,170773,Tha Dein,သဒိန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170732,Bo Ka Taw,ဗိုလ်ကတော်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170728,Hlaing Ka Ni,လှိုင်ကနီ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170727,Hlar Ka Dar,လှာကဒါ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170739,Hmyin War Kone,မျှင်ဝါးကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170740,Hnaung Pa Yaet,နှောင်ပရေ့
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170742,Hnget Pyaw Taw,ငှက်ပျောတော
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170736,Hpar Ka Po,ဖါကပို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170735,Ka Tun Su,ကတွန်စု
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170733,Khwi Kwa,ခွိကွ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170741,Kyaung Kone,ကျောင်းကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170729,Lat War Seik,လက်ဝါးဆိပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170737,Naung Pauk,နောင်ပေါက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170738,Paw Law Kone,ပေါလောကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170726,Seik Ka Lay,ဆိပ်ကလေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170743,Ta Dar Pyat,တံတားပြတ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170731,Taung Pauk,တောင်ပေါက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170734,Tha Yet Kone,သရက်ကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007014,Seik Ka Lay,170730,Wea Ka Lun,ဝဲကလွန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170654,Bauk Shu Kone,ဘောက်ရှုးကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170658,Htee Pawt Ka Loe,ထီးပေါ့ကလိုး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170659,Kan Bar Sauk,ကန်းပါးစောက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170656,Myauk Kwin Hpyu,မြောက်ကွင်းဖြူ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170657,Pyaw Yar Kone,ပျော်ရာကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170655,Se Ein Su,ဆယ်အိမ်စု
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007001,Shwe Taung Bo,170653,Shwe Taung Bo,ရွှေတောင်ဘို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170761,Daing Lut,ဒိုင်းလွတ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170759,Hti Hpoe Naing,ထီဖိုးနိုင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170758,Hti Man Hto,ထီမန်ထို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170760,Ka Mawt Wan,ကမော့ဝမ်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170762,Nan Thaing Tun,နန်းသိုင်းထွန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170763,Pu Lein,ပုလိန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007019,Ta Khun Taing,170757,Ta Khun Taing,တံခွန်တိုင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007018,Taung Dee,170756,Hti Hpoe Naing,ထီဖိုးနိုင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007018,Taung Dee,170755,Taung Dee,တောင်ဒီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170899,Hpar Laung Chaung,ဖားလောင်ချောင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170908,Hti Lon Hpaung,ထိလုံဖောင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170907,Hti Lon Kaing,ထီလုံကိုင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170903,Kaik Waw,ကိုက်ဝေါ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170900,Kha Yaing Thei,ခရိုင်းသယ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170906,Khwi Lon Kaing,ခွိလုံကိုင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170905,Koe Khan,ကိုးခမ်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170909,Kyauk Khwe,ကျောက်ခွဲ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170902,Maw Ta Yan,မောတရန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170904,Nan Kaw Tay,နန်းကော်တေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170897,Taung Ka Lay,တောင်ကလေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170898,Tha Pyu,သပြု
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007046,Taung Ka Lay,170901,Thar Yar Kone,သာယာကုန်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170929,Hti Law Pale,ထီလော်ပုလဲ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170928,Hti Pa Nwet,ထီပနွဲ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170930,Me Naw Na,မဲနော်န
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170931,Meit Kwar Khee,မဲ့ကွာခီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170927,Meit Ta Khet,မဲ့တခက်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007050,Taung Waing,170926,Taung Waing,တောင်ဝိုင်း
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007004,Than Pu Yar,170679,Kawt Ka Mar,ကော့ကမာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007004,Than Pu Yar,170678,Ma Ri Ka La,မရိကလ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007004,Than Pu Yar,170677,Than Pu Yar,သံပုရာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170878,Hpa Aung,ဖအောင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170874,Hpaw Naw Mee,ဖောနော်မီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170875,Htee Lar Thei Hta,ထီးလာသယ်ထ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170873,Htee Naw Kho,ထီးနော်ခို
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170877,Kwi Ta Khay,ကွိတခေ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170872,Ma Laing Ywar,မလိုင်းရွာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170876,Sho Ta,ရှိုတ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007040,Thar Ka Hta,170871,Thar Ka Hta,သာကထ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007035,Thin Gan Pin Seik,170849,Aw Bu Tar,အောဘူတား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007035,Thin Gan Pin Seik,170850,Kaing Taw,ကိုင်းတော
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007035,Thin Gan Pin Seik,170848,Oke Khoe,အုပ်ခိုး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007035,Thin Gan Pin Seik,170847,Thin Gan Pin Seik,သင်္ဃန်းပင်ဆိပ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007028,Win Kha Na,170809,Khon Khan,ခုံခံ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007028,Win Kha Na,170807,Pan Aung,ပန်းအောင်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007028,Win Kha Na,170808,Than Pu Yar,သံပုရာ
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007028,Win Kha Na,170805,Win Kha Na,ဝင်းခန
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007028,Win Kha Na,170806,Win Kha Na Ywar Ka Lay,ဝင်းခနရွာကလေး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007017,Win Yaw Seik Gyi,170754,Mi Pa Lan,မိပလန်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007017,Win Yaw Seik Gyi,170753,Win Yaw Seik Gyi,ဝင်းရော်ဆိပ်ကြီး
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007010,Ya Thayt,170705,Bi Sa Khat,ဘီစခတ်
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007010,Ya Thayt,170704,Meit Ta Lar,မဲ့တလား
MMR003,Kayin,MMR003007,Kyainseikgyi,MMR003007010,Ya Thayt,170703,Ya Thayt,ရသေ့
MMR003,Kayin,MMR003005,Myawaddy,MMR003005008,Hpa Lu,170364,Hpa Lu Gyi,ဖလူးကြီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005008,Hpa Lu,170365,Hpa Lu Lay,ဖလူးလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005014,Hpar Ka Lu,170379,Hpar Ka Lu,ဖားကလူ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005014,Hpar Ka Lu,170380,Hto Thu Khee,ထိုသူခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005014,Hpar Ka Lu,170383,Kawt Kaw,ကော့ကော်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005014,Hpar Ka Lu,170382,Me Pa Leit Wa,မဲပလဲ့ဝ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005014,Hpar Ka Lu,170381,Taw Oke,တောအုပ်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005002,Htee War Pa Law,170346,Htee Law Thay,ထီးလောသေ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005002,Htee War Pa Law,170345,Htee War Pa Law,ထီးဝါပလော
MMR003,Kayin,MMR003005,Myawaddy,MMR003005011,Kwin Ka Lay,170371,Ah Htet Kwin Ka Lay,အထက်ကွင်းကလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005011,Kwin Ka Lay,170370,Kwin Ka Lay,ကွင်းကလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005017,Lawt Khaw,218819,Au Hu Hta,အူဟူးထ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005017,Lawt Khaw,218817,Ka Ne Lay,ကနဲလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005017,Lawt Khaw,218818,Kwe Chei Hpawt,ကွီးချဲဖော့
MMR003,Kayin,MMR003005,Myawaddy,MMR003005017,Lawt Khaw,218815,Lawt Hkaw,လော့ခေါ်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005016,Maw Khee,218816,Kawt Ah Chei,ကော့အချဲ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005016,Maw Khee,170356,Maw Khee,မောခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005016,Maw Khee,218820,Maw Poe Ka Lo,မော်ပိုးကလို
MMR003,Kayin,MMR003005,Myawaddy,MMR003005001,Me Htaw Tha Lay,170344,Me Htaw Tha Lay,မဲထော်သလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,170350,Ka Yar Khee,ကရာခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,170353,Khwe Tan Yar,ခွဲတန်ရာ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,170349,Me Ka Lar,မဲကလား
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,170351,Mu Ka Khee,မူကခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,170352,Paw Ta La Yee,ပေါတလရီ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,218811,Son See Myaing,ဆုံဆည်းမြိုင်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005004,Me Ka Lar / Son See Myiang,218810,War Mee Hta,ဝါးမီးထ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005009,Me Ka Nei,170367,Hpar Chaung,ဖါးချောင်း
MMR003,Kayin,MMR003005,Myawaddy,MMR003005009,Me Ka Nei,170366,Me Ka Nei Lan,မဲကနယ်လမ်း
MMR003,Kayin,MMR003005,Myawaddy,MMR003005013,Me Pa Leit,170375,Hti Char Yar,ထီခြားရား
MMR003,Kayin,MMR003005,Myawaddy,MMR003005013,Me Pa Leit,170376,Hti Char Yar (Ywar Thit),ထီခြားရား (ရွာသစ်)
MMR003,Kayin,MMR003005,Myawaddy,MMR003005013,Me Pa Leit,170377,Kyaw Khoet,ကျော်ခို့
MMR003,Kayin,MMR003005,Myawaddy,MMR003005013,Me Pa Leit,170378,Lu Baw,လူ့ဘော
MMR003,Kayin,MMR003005,Myawaddy,MMR003005013,Me Pa Leit,170374,Me Pa Leit,မဲပလဲ့
MMR003,Kayin,MMR003005,Myawaddy,MMR003005007,Mi Hpar / Tha Bawt Boe,218821,Ah Lel Do,အလယ်ဒို
MMR003,Kayin,MMR003005,Myawaddy,MMR003005007,Mi Hpar / Tha Bawt Boe,170363,Htee Ta Pa Lu,ထီးတပလူ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005007,Mi Hpar / Tha Bawt Boe,170362,Mi Hpar,မိဖါး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005007,Mi Hpar / Tha Bawt Boe,218823,Taung Ni,တောင်နီ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005007,Mi Hpar / Tha Bawt Boe,218822,Thay Baw Boe,သေ့ဘောဘိုး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005003,Paw Law,170347,Paw Law,ပေါလော
MMR003,Kayin,MMR003005,Myawaddy,MMR003005003,Paw Law,170348,Than Pu Yar,သံပုရာ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170391,Dee Naw Ge,ဒီနော်ဂဲ
